drug_name,drug_page,name,content
Oral rehydration salts,https://en.wikipedia.org/wiki/Oral_rehydration_salts,Oral_rehydration_salts,"Oral rehydration therapy (ORT) is a type of fluid replacement used to prevent and treat dehydration, especially due to diarrhea. It involves drinking water with modest amounts of sugar and salts, specifically sodium and potassium. Oral rehydration therapy can also be given by a nasogastric tube. Therapy should routinely include the use of zinc supplements. Use of oral rehydration therapy has been estimated to decrease the risk of death from diarrhea by up to 93%.Side effects may include vomiting, high blood sodium, or high blood potassium. If vomiting occurs, it is recommended that use be paused for 10 minutes and then gradually restarted. The recommended formulation includes sodium chloride, sodium citrate, potassium chloride, and glucose. Glucose may be replaced by sucrose and sodium citrate may be replaced by sodium bicarbonate, if not available, although the resulting mixture is not shelf stable in high-humidity environments. It works as glucose increases the uptake of sodium and thus water by the intestines, and the potassium chloride and sodium citrate help prevent hypokalemia and acidosis, respectively, which are both common side effects of diarrhea. A number of other formulations are also available including versions that can be made at home. However, the use of homemade solutions has not been well studied.Oral therapy was developed in the 1940s using electrolyte solutions with or without glucose on an empirical basis chiefly for mild or convalescent patients, but did not come into common use for rehydration and maintenance therapy until after the discovery that glucose promoted sodium and water absorption during cholera in the 1960s. It is on the World Health Organization's List of Essential Medicines. Globally, as of 2015, oral rehydration therapy is used by 41% of children with diarrhea. This use has played an important role in reducing the number of deaths in children under the age of five."
zinc sulfate,https://en.wikipedia.org/wiki/Zinc_sulfate_(medical_use),Zinc_sulfate_(medical_use),"Zinc sulfate is used medically as a dietary supplement. Specifically it is used to treat zinc deficiency and to prevent the condition in those at high risk. This includes use together with oral rehydration therapy for children who have diarrhea. General use is not recommended. It may be taken by mouth or by injection into a vein.Side effects may include abdominal pain, vomiting, headache, and feeling tired. While normal doses are deemed safe in pregnancy and breastfeeding, the safety of larger doses is unclear. Greater care should be taken in those with kidney problems. Zinc is an essential mineral in people as well as other animals.The medical use of zinc sulfate began as early as the 1600s. It is on the World Health Organization's List of Essential Medicines. Zinc sulfate is available as a generic medication. and over the counter."
Oral rehydration salts,https://en.wikipedia.org/wiki/Oral_rehydration_salts,Oral_rehydration_salts,"Oral rehydration therapy (ORT) is a type of fluid replacement used to prevent and treat dehydration, especially due to diarrhea. It involves drinking water with modest amounts of sugar and salts, specifically sodium and potassium. Oral rehydration therapy can also be given by a nasogastric tube. Therapy should routinely include the use of zinc supplements. Use of oral rehydration therapy has been estimated to decrease the risk of death from diarrhea by up to 93%.Side effects may include vomiting, high blood sodium, or high blood potassium. If vomiting occurs, it is recommended that use be paused for 10 minutes and then gradually restarted. The recommended formulation includes sodium chloride, sodium citrate, potassium chloride, and glucose. Glucose may be replaced by sucrose and sodium citrate may be replaced by sodium bicarbonate, if not available, although the resulting mixture is not shelf stable in high-humidity environments. It works as glucose increases the uptake of sodium and thus water by the intestines, and the potassium chloride and sodium citrate help prevent hypokalemia and acidosis, respectively, which are both common side effects of diarrhea. A number of other formulations are also available including versions that can be made at home. However, the use of homemade solutions has not been well studied.Oral therapy was developed in the 1940s using electrolyte solutions with or without glucose on an empirical basis chiefly for mild or convalescent patients, but did not come into common use for rehydration and maintenance therapy until after the discovery that glucose promoted sodium and water absorption during cholera in the 1960s. It is on the World Health Organization's List of Essential Medicines. Globally, as of 2015, oral rehydration therapy is used by 41% of children with diarrhea. This use has played an important role in reducing the number of deaths in children under the age of five."
Zinc sulfate,https://en.wikipedia.org/wiki/Zinc_sulfate_(medical_use),Zinc_sulfate_(medical_use),"Zinc sulfate is used medically as a dietary supplement. Specifically it is used to treat zinc deficiency and to prevent the condition in those at high risk. This includes use together with oral rehydration therapy for children who have diarrhea. General use is not recommended. It may be taken by mouth or by injection into a vein.Side effects may include abdominal pain, vomiting, headache, and feeling tired. While normal doses are deemed safe in pregnancy and breastfeeding, the safety of larger doses is unclear. Greater care should be taken in those with kidney problems. Zinc is an essential mineral in people as well as other animals.The medical use of zinc sulfate began as early as the 1600s. It is on the World Health Organization's List of Essential Medicines. Zinc sulfate is available as a generic medication. and over the counter."
Fludrocortisone,https://en.wikipedia.org/wiki/Fludrocortisone,Fludrocortisone,"Fludrocortisone, sold under the brand name Florinef, among others, is a corticosteroid used to treat adrenogenital syndrome, postural hypotension, and adrenal insufficiency. In adrenal insufficiency, it is generally taken together with hydrocortisone. Fludrocortisone is taken by mouth and is most commonly used in its acetate form.Common side effects of fludrocortisone include high blood pressure, swelling, heart failure, and low blood potassium. Other serious side effects can include low immune-system function, cataracts, muscle weakness, and mood changes. Whether use of fludrocortisone during pregnancy is safe for the fetus is unknown. Fludrocortisone is mostly a mineralocorticoid, but it also has glucocorticoid effects.Fludrocortisone was patented in 1953. It is on the World Health Organization's List of Essential Medicines."
Hydrocortisone,https://en.wikipedia.org/wiki/Hydrocortisone,Hydrocortisone,"Hydrocortisone is the name for the hormone cortisol when supplied as a medication. Uses include conditions such as adrenocortical insufficiency, adrenogenital syndrome, high blood calcium, thyroiditis, rheumatoid arthritis, dermatitis, asthma, and COPD. It is the treatment of choice for adrenocortical insufficiency. It can be given by mouth, topically, or by injection. Stopping treatment after long-term use should be done slowly.Side effects may include mood changes, increased risk of infection, and edema (swelling). With long-term use common side effects include osteoporosis, upset stomach, physical weakness, easy bruising, and candidiasis (yeast infections). It is unclear if it is safe for use during pregnancy. Hydrocortisone is a glucocorticoid and works as an anti-inflammatory and by immune suppression.Hydrocortisone was patented in 1936 and approved for medical use in 1941. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. In 2020, it was the 149th most commonly prescribed medication in the United States, with more than 3 million prescriptions."
Testosterone,https://en.wikipedia.org/wiki/Testosterone_(medication),Testosterone_(medication),"Testosterone (T) is a medication and naturally occurring steroid hormone. It is used to treat male hypogonadism, gender dysphoria, and certain types of breast cancer. It may also be used to increase athletic ability in the form of doping. It is unclear if the use of testosterone for low levels due to aging is beneficial or harmful. Testosterone can be used as a gel or patch that is applied to the skin, injection into a muscle, tablet that is placed in the cheek, or tablet that is taken by mouth.Common side effects of testosterone include acne, swelling, and breast enlargement in men. Serious side effects may include liver toxicity, heart disease, and behavioral changes. Women and children who are exposed may develop masculinization. It is recommended that individuals with prostate cancer not use the medication. It can cause harm to the baby if used during pregnancy or breastfeeding. Testosterone is in the androgen family of medications.Testosterone was first isolated in 1935, and approved for medical use in 1939. Rates of use have increased three times in the United States between 2001 and 2011. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. In 2020, it was the 172nd most commonly prescribed medication in the United States, with more than 3 million prescriptions."
Medroxyprogesterone acetate,https://en.wikipedia.org/wiki/Medroxyprogesterone_acetate,Medroxyprogesterone_acetate,"Medroxyprogesterone acetate (MPA), also known as depot medroxyprogesterone acetate (DMPA) in injectable form and sold under the brand name Depo-Provera among others, is a hormonal medication of the progestin type. It is used as a method of birth control and as a part of menopausal hormone therapy. It is also used to treat endometriosis, abnormal uterine bleeding, paraphilia, and certain types of cancer. The medication is available both alone and in combination with an estrogen. It is taken by mouth, used under the tongue, or by injection into a muscle or fat.Common side effects include menstrual disturbances such as absence of periods, abdominal pain, and headaches. More serious side effects include bone loss, blood clots, allergic reactions, and liver problems. Use is not recommended during pregnancy as it may harm the baby. MPA is an artificial progestogen, and as such activates the progesterone receptor, the biological target of progesterone. It also has androgenic activity and weak glucocorticoid activity. Due to its progestogenic activity, MPA decreases the body's release of gonadotropins and can suppress sex hormone levels. It works as a form of birth control by preventing ovulation.MPA was discovered in 1956 and was introduced for medical use in the United States in 1959. It is on the World Health Organization's List of Essential Medicines. MPA is the most widely used progestin in menopausal hormone therapy and in progestogen-only birth control. DMPA is approved for use as a form of long-acting birth control in more than 100 countries. In 2020, it was the 214th most commonly prescribed medication in the United States, with more than 2 million prescriptions."
Insulin injection (soluble),https://en.wikipedia.org/wiki/Insulin_injection_(soluble),Insulin_injection_(soluble),"Regular insulin, also known as neutral insulin and soluble insulin, is a type of short-acting medical insulin. It is used to treat type 1 diabetes, type 2 diabetes, gestational diabetes, and complications of diabetes such as diabetic ketoacidosis and hyperosmolar hyperglycemic states. It is also used along with glucose to treat high blood potassium levels. Typically it is given by injection under the skin, but may also be used by injection into a vein or muscle. Onset of effect is typically in 30 minutes and it typically lasts for 8 hours.The common side effect is low blood sugar. Other side effects may include pain or skin changes at the sites of injection, low blood potassium, and allergic reactions. Use during pregnancy is relatively safe for the baby. Regular insulin can be made from the pancreas of pigs or cows. Human versions can be made either by modifying pig versions or recombinant technology.Insulin was first used as a medication in Canada by Charles Best and Frederick Banting in 1922. It is on the World Health Organization's List of Essential Medicines. In 2017, it was the 209th most commonly prescribed medication in the United States, with more than 2 million prescriptions. Versions are also available mixed with longer-acting versions of insulin, such as NPH insulin. In 2020, the combination of human insulin with insulin isophane was the 246th most commonly prescribed medication in the United States, with more than 2 million prescriptions."
Intermediate-acting insulin,https://en.wikipedia.org/wiki/Intermediate-acting_insulin,Intermediate-acting_insulin,"As a medication, insulin is any pharmaceutical preparation of the protein hormone insulin that is used to treat high blood glucose. Such conditions include type 1 diabetes, type 2 diabetes, gestational diabetes, and complications of diabetes such as diabetic ketoacidosis and hyperosmolar hyperglycemic states. Insulin is also used along with glucose to treat hyperkalemia (high blood potassium levels). Typically it is given by injection under the skin, but some forms may also be used by injection into a vein or muscle. There are various types of insulin, suitable for various time spans. The types are often all called insulin in the broad sense, although in a more precise sense, insulin is identical to the naturally occurring molecule whereas insulin analogues have slightly different molecules that allow for modified time of action. It is on the World Health Organization's List of Essential Medicines. In 2020, regular human insulin was the 307th most commonly prescribed medication in the United States, with more than 1 million prescriptions.Insulin can be made from the pancreas of pigs or cows. Human versions can be made either by modifying pig versions, or recombinant technology using mainly E. coli or Saccharomyces cerevisiae. It comes in three main types: short–acting (such as regular insulin), intermediate-acting (such as neutral protamine Hagedorn (NPH) insulin), and longer-acting (such as insulin glargine)."
Long-acting insulin analogues,https://en.wikipedia.org/wiki/Long-acting_insulin_analogues,Long-acting_insulin_analogues,"As a medication, insulin is any pharmaceutical preparation of the protein hormone insulin that is used to treat high blood glucose. Such conditions include type 1 diabetes, type 2 diabetes, gestational diabetes, and complications of diabetes such as diabetic ketoacidosis and hyperosmolar hyperglycemic states. Insulin is also used along with glucose to treat hyperkalemia (high blood potassium levels). Typically it is given by injection under the skin, but some forms may also be used by injection into a vein or muscle. There are various types of insulin, suitable for various time spans. The types are often all called insulin in the broad sense, although in a more precise sense, insulin is identical to the naturally occurring molecule whereas insulin analogues have slightly different molecules that allow for modified time of action. It is on the World Health Organization's List of Essential Medicines. In 2020, regular human insulin was the 307th most commonly prescribed medication in the United States, with more than 1 million prescriptions.Insulin can be made from the pancreas of pigs or cows. Human versions can be made either by modifying pig versions, or recombinant technology using mainly E. coli or Saccharomyces cerevisiae. It comes in three main types: short–acting (such as regular insulin), intermediate-acting (such as neutral protamine Hagedorn (NPH) insulin), and longer-acting (such as insulin glargine)."
Empagliflozin,https://en.wikipedia.org/wiki/Empagliflozin,Empagliflozin,"Empagliflozin, sold under the brand name Jardiance, among others, is an antidiabetic medication used to improve glucose control in people with type 2 diabetes. It is not recommended for type 1 diabetes. It is taken by mouth.Common side effects include hyperventilation, anorexia, abdominal pain, nausea, vomiting, lethargy, mental status changes, hypotension, acute kidney injury, and vaginal yeast infections. Rarer but more serious side effects include a skin infection of the groin called Fournier's gangrene and a form of diabetic ketoacidosis with normal blood sugar levels. Use during pregnancy or breastfeeding is not recommended. Cautiously use empagliflozin with frequent monitoring of renal function in those with significant kidney disease, the use of empagliflozin for merely hyperglycaemia is not currently recommended given the risk of adverse events. The use of empagliflozin in patients with known cardiovascular disease may be beneficial, but risk and benefit ratio need to be considered and initiation of therapy should be individualised. It was also shown to help slow the progression of mild kidney problems.
Empagliflozin is an inhibitor of the sodium glucose co-transporter-2 (SGLT-2), and works by increasing sugar loss in urine.Empagliflozin was approved for medical use in the United States and in the European Union in 2014. It is on the World Health Organization's List of Essential Medicines. In 2020, it was the 102nd most commonly prescribed medication in the United States, with more than 6 million prescriptions. It has received approval as a generic medication from the US Food and Drug Administration (FDA)."
Gliclazide,https://en.wikipedia.org/wiki/Gliclazide,Gliclazide,"Gliclazide, sold under the brand name Diamicron among others, is a sulfonylurea type of anti-diabetic medication, used to treat type 2 diabetes. It is used when dietary changes, exercise, and weight loss are not enough. It is taken by mouth.Side effect may include low blood sugar, vomiting, abdominal pain, rash, and liver problems. Use by those with significant kidney problems or liver problems or who are pregnant is not recommended. Gliclazide is in the sulfonylurea family of medications. It works mostly by increasing the release of insulin.Gliclazide was patented in 1966 and approved for medical use in 1972. It is on the World Health Organization's List of Essential Medicines. It is not available for sale in the United States."
Metformin,https://en.wikipedia.org/wiki/Metformin,Metformin,"Metformin, sold under the brand name Glucophage, among others, is the main first-line medication for the treatment of type 2 diabetes, particularly in people who are overweight. It is also used in the treatment of polycystic ovary syndrome. It is sometimes used as an off-label adjunct to lessen the risk of metabolic syndrome in people who take antipsychotics. Metformin is not associated with weight gain and is taken by mouth.Metformin is generally well tolerated. Common adverse effects include diarrhea, nausea, and abdominal pain. It has a small risk of causing low blood sugar. High blood lactic acid level (acidosis) is a concern if the medication is used in overly large doses or prescribed in people with severe kidney problems.Metformin is a biguanide anti-hyperglycemic agent. It works by decreasing glucose production in the liver, increasing the insulin sensitivity of body tissues, and increasing GDF15 secretion, which reduces appetite and caloric intake.Metformin was first described in scientific literature in 1922 by Emil Werner and James Bell. French physician Jean Sterne began the study in humans in the 1950s. It was introduced as a medication in France in 1957 and the United States in 1995. Metformin is on the World Health Organization's List of Essential Medicines, and is the most widely used medication for diabetes taken by mouth. It is available as a generic medication. In 2020, it was the third most commonly prescribed medication in the United States, with more than 92 million prescriptions."
Metformin,https://en.wikipedia.org/wiki/Metformin,Metformin,"Metformin, sold under the brand name Glucophage, among others, is the main first-line medication for the treatment of type 2 diabetes, particularly in people who are overweight. It is also used in the treatment of polycystic ovary syndrome. It is sometimes used as an off-label adjunct to lessen the risk of metabolic syndrome in people who take antipsychotics. Metformin is not associated with weight gain and is taken by mouth.Metformin is generally well tolerated. Common adverse effects include diarrhea, nausea, and abdominal pain. It has a small risk of causing low blood sugar. High blood lactic acid level (acidosis) is a concern if the medication is used in overly large doses or prescribed in people with severe kidney problems.Metformin is a biguanide anti-hyperglycemic agent. It works by decreasing glucose production in the liver, increasing the insulin sensitivity of body tissues, and increasing GDF15 secretion, which reduces appetite and caloric intake.Metformin was first described in scientific literature in 1922 by Emil Werner and James Bell. French physician Jean Sterne began the study in humans in the 1950s. It was introduced as a medication in France in 1957 and the United States in 1995. Metformin is on the World Health Organization's List of Essential Medicines, and is the most widely used medication for diabetes taken by mouth. It is available as a generic medication. In 2020, it was the third most commonly prescribed medication in the United States, with more than 92 million prescriptions."
Glucagon,https://en.wikipedia.org/wiki/Glucagon_(medication),Glucagon_(medication),"Glucagon, sold under the brand name Baqsimi among others, is a medication and hormone. As a medication it is used to treat low blood sugar, beta blocker overdose, calcium channel blocker overdose, and those with anaphylaxis who do not improve with epinephrine. It is given by injection into a vein, muscle, or under the skin. A version given in the nose is also available.Common side effects include vomiting. Other side effects include low blood potassium and low blood pressure. It is not recommended in people who have a pheochromocytoma or insulinoma. Use in pregnancy has not been found to be harmful to the baby. Glucagon is in the glycogenolytic family of medications. It works by causing the liver to break down glycogen into glucose.Glucagon was approved for medical use in the United States in 1960. It is on the World Health Organization's List of Essential Medicines.  It is a manufactured form of the glucagon hormone. A generic version became available in the United States in December 2020."
Diazoxide,https://en.wikipedia.org/wiki/Diazoxide,Diazoxide,"Diazoxide, sold under the brand name Proglycem and others, is a medication used to treat low blood sugar due to a number of specific causes. This includes islet cell tumors that cannot be removed and leucine sensitivity. It can also be used in refractory cases of sulfonylurea toxicity. It is generally taken by mouth.Common side effects include high blood sugar, fluid retention, low blood platelets, a fast heart rate, increased hair growth, and nausea. Other severe side effects include pulmonary hypertension and heart failure. It is chemically similar to thiazide diuretics. It works by decreasing insulin release from the pancreas and increasing glucose release by the liver.Diazoxide was approved for medical use in the United States in 1973. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication."
Levothyroxine,https://en.wikipedia.org/wiki/Levothyroxine,Levothyroxine,"Levothyroxine, also known as L-thyroxine, is a synthetic form of the thyroid hormone thyroxine (T4). It is used to treat thyroid hormone deficiency (hypothyroidism), including a severe form known as myxedema coma. It may also be used to treat and prevent certain types of thyroid tumors. It is not indicated for weight loss. Levothyroxine is taken orally (by mouth) or given by intravenous injection. Levothyroxine has a half-life of 7.5 days when taken daily, so about six weeks is required for it to reach a steady level in the blood.Side effects from excessive doses include weight loss, trouble tolerating heat, sweating, anxiety, trouble sleeping, tremor, and fast heart rate. Use is not recommended in people who have had a recent heart attack. Use during pregnancy has been found to be safe. Dosing should be based on regular measurements of thyroid-stimulating hormone (TSH) and T4 levels in the blood. Much of the effect of levothyroxine is following its conversion to triiodothyronine (T3).Levothyroxine was first made in 1927. It is on the World Health Organization's List of Essential Medicines. Levothyroxine is available as a generic medication. In 2020, it was the second most commonly prescribed medication in the United States, with more than 98 million prescriptions."
Potassium iodide,https://en.wikipedia.org/wiki/Potassium_iodide,Potassium_iodide,"Potassium iodide is a chemical compound, medication, and dietary supplement. It is a medication used for treating hyperthyroidism, in radiation emergencies, and for protecting the thyroid gland when certain types of radiopharmaceuticals are used. In the third world it is also used for treating skin sporotrichosis and phycomycosis. It is a supplement used by people with low dietary intake of iodine. It is administered orally.Common side effects include vomiting, diarrhea, abdominal pain, rash, and swelling of the salivary glands. Other side effects include allergic reactions, headache, goitre, and depression. While use during pregnancy may harm the baby, its use is still recommended in radiation emergencies. Potassium iodide has the chemical formula KI. Commercially it is made by mixing potassium hydroxide with iodine.Potassium iodide has been used medically since at least 1820. It is on the World Health Organization's List of Essential Medicines. Potassium iodide is available as a generic medication and over the counter. Potassium iodide is also used for the iodization of salt."
Methimazole,https://en.wikipedia.org/wiki/Methimazole,Methimazole,"Thiamazole, also known as methimazole, is a medication used to treat hyperthyroidism. This includes Graves disease, toxic multinodular goiter, and thyrotoxic crisis. It is taken by mouth. Full effects may take a few weeks to occur.Common side effects include itchiness, hair loss, nausea, muscle pain, swelling, and abdominal pain. Severe side effects may include low blood cell counts, liver failure, and vasculitis. Use is not recommended during the first trimester of pregnancy due to the risk of congenital anomalies, but it may be used in the second trimester or third trimester. It may be used during breastfeeding. Those who developed significant side effects may also have problems with propylthiouracil. Thiamazole is a cyclic thiourea derivative that works by decreasing the production of thyroid hormones.Thiamazole was approved for medical use in the United States in 1950. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. It is also available in Europe and Asia. In 2020, it was the 206th most commonly prescribed medication in the United States, with more than 2 million prescriptions."
Propylthiouracil,https://en.wikipedia.org/wiki/Propylthiouracil,Propylthiouracil,"Propylthiouracil (PTU) is a medication used to treat hyperthyroidism. This includes hyperthyroidism due to  Graves' disease and toxic multinodular goiter. In a thyrotoxic crisis it is generally more effective than methimazole. Otherwise it is typically only used when methimazole, surgery, and radioactive iodine is not possible. It is taken by mouth.Common side effects include itchiness, hair loss, parotid swelling, vomiting, muscle pains, numbness, and headache. Other severe side effects include liver problems and low blood cell counts. Use during pregnancy may harm the baby. Propylthiouracil is in the antithyroid family of medications. It works by decreasing the amount of thyroid hormone produced by the thyroid gland and blocking the conversion of thyroxine (T4) to triiodothyronine (T3).Propylthiouracil came into medical use in the 1940s. It is on the World Health Organization's List of Essential Medicines."
Lugol's solution,https://en.wikipedia.org/wiki/Lugol%27s_solution,Lugol%27s_solution,
Methimazole,https://en.wikipedia.org/wiki/Methimazole,Methimazole,"Thiamazole, also known as methimazole, is a medication used to treat hyperthyroidism. This includes Graves disease, toxic multinodular goiter, and thyrotoxic crisis. It is taken by mouth. Full effects may take a few weeks to occur.Common side effects include itchiness, hair loss, nausea, muscle pain, swelling, and abdominal pain. Severe side effects may include low blood cell counts, liver failure, and vasculitis. Use is not recommended during the first trimester of pregnancy due to the risk of congenital anomalies, but it may be used in the second trimester or third trimester. It may be used during breastfeeding. Those who developed significant side effects may also have problems with propylthiouracil. Thiamazole is a cyclic thiourea derivative that works by decreasing the production of thyroid hormones.Thiamazole was approved for medical use in the United States in 1950. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. It is also available in Europe and Asia. In 2020, it was the 206th most commonly prescribed medication in the United States, with more than 2 million prescriptions."
Potassium iodide,https://en.wikipedia.org/wiki/Potassium_iodide,Potassium_iodide,"Potassium iodide is a chemical compound, medication, and dietary supplement. It is a medication used for treating hyperthyroidism, in radiation emergencies, and for protecting the thyroid gland when certain types of radiopharmaceuticals are used. In the third world it is also used for treating skin sporotrichosis and phycomycosis. It is a supplement used by people with low dietary intake of iodine. It is administered orally.Common side effects include vomiting, diarrhea, abdominal pain, rash, and swelling of the salivary glands. Other side effects include allergic reactions, headache, goitre, and depression. While use during pregnancy may harm the baby, its use is still recommended in radiation emergencies. Potassium iodide has the chemical formula KI. Commercially it is made by mixing potassium hydroxide with iodine.Potassium iodide has been used medically since at least 1820. It is on the World Health Organization's List of Essential Medicines. Potassium iodide is available as a generic medication and over the counter. Potassium iodide is also used for the iodization of salt."
Propylthiouracil,https://en.wikipedia.org/wiki/Propylthiouracil,Propylthiouracil,"Propylthiouracil (PTU) is a medication used to treat hyperthyroidism. This includes hyperthyroidism due to  Graves' disease and toxic multinodular goiter. In a thyrotoxic crisis it is generally more effective than methimazole. Otherwise it is typically only used when methimazole, surgery, and radioactive iodine is not possible. It is taken by mouth.Common side effects include itchiness, hair loss, parotid swelling, vomiting, muscle pains, numbness, and headache. Other severe side effects include liver problems and low blood cell counts. Use during pregnancy may harm the baby. Propylthiouracil is in the antithyroid family of medications. It works by decreasing the amount of thyroid hormone produced by the thyroid gland and blocking the conversion of thyroxine (T4) to triiodothyronine (T3).Propylthiouracil came into medical use in the 1940s. It is on the World Health Organization's List of Essential Medicines."
Cabergoline,https://en.wikipedia.org/wiki/Cabergoline,Cabergoline,"Cabergoline, sold under the brand name Dostinex among others, is a dopaminergic medication used in the treatment of high prolactin levels, prolactinomas, Parkinson's disease, and for other indications. It is taken by mouth.
Cabergoline is an ergot derivative and a potent dopamine D2 receptor agonist.Cabergoline was patented in 1980 and approved for medical use in 1993. It is on the World Health Organization's List of Essential Medicines."
Octreotide,https://en.wikipedia.org/wiki/Octreotide,Octreotide,"Octreotide, sold under the brand name Sandostatin among others, is an octapeptide that mimics natural somatostatin pharmacologically, though it is a more potent inhibitor of growth hormone, glucagon, and insulin than the natural hormone. It was first synthesized in 1979 by the chemist Wilfried Bauer, and binds predominantly to the somatostatin receptors SSTR2 and SSTR5.It was approved for use in the United States in 1988. Octreotide (Mycapssa) was approved for medical use in the European Union in 2022. As of June 2020, octreotide (Mycapssa) is the first and only oral somatostatin analog (SSA) approved by the FDA. It is on the World Health Organization's List of Essential Medicines."
Tuberculin,https://en.wikipedia.org/wiki/Tuberculin,Tuberculin,"Tuberculin, also known as purified protein derivative, is a combination of proteins that are used in the diagnosis of tuberculosis. This use is referred to as the tuberculin skin test and is recommended only for those at high risk. Reliable administration of the skin test requires large amounts of training, supervision, and practice. Injection is done into the skin. After 48 to 72 hours, if there is more than a five to ten millimeter area of swelling, the test is considered positive.Common side effects include redness, itchiness, and pain at the site of injection. Allergic reactions may occasionally occur.  The test may be falsely positive in those who have been previously vaccinated with BCG or have been infected by other types of mycobacteria. The test may be falsely negative within ten weeks of infection, in those less than six months old, and in those who have been infected for many years. Use is safe in pregnancy.Tuberculin was discovered in 1890 by Robert Koch. Koch, best known for his work on the etiology of tuberculosis (TB), laid down various rigorous guidelines that aided the establishment between a pathogen and the specific disease that followed that were later named Koch's postulates. Although he initially believed it would cure tuberculosis, this was later disproved.  Tuberculin is made from an extract of Mycobacterium tuberculosis.It is on the World Health Organization's List of Essential Medicines."
Antivenom immunoglobulin,https://en.wikipedia.org/wiki/Antivenom_immunoglobulin,Antivenom_immunoglobulin,"Antivenom, also known as antivenin, venom antiserum, and antivenom immunoglobulin, is a specific treatment for envenomation. It is composed of antibodies and used to treat certain venomous bites and stings. Antivenoms are recommended only if there is significant toxicity or a high risk of toxicity. The specific antivenom needed depends on the species involved. It is given by injection.Side effects may be severe. They include serum sickness, shortness of breath, and allergic reactions including anaphylaxis. Antivenom is traditionally made by collecting venom from the relevant animal and injecting small amounts of it into a domestic animal. The antibodies that form are then collected from the domestic animal's blood and purified.Versions are available for spider bites, snake bites, fish stings, and scorpion stings. 
Due to the high cost of producing antibody-based antivenoms and their short shelf lives when not refrigerated, alternative methods of production of antivenoms are being actively explored. One such different method of production involves production from bacteria. Another approach is to develop targeted drugs (which, unlike antibodies, are usually synthetic and easier to manufacture at scale).Antivenom was first developed in the late 19th century and came into common use in the 1950s. It is on the World Health Organization's List of Essential Medicines."
Diphtheria antitoxin,https://en.wikipedia.org/wiki/Diphtheria_antitoxin,Diphtheria_antitoxin,"Diphtheria antitoxin (DAT) is a medication made up of antibodies used in the treatment of diphtheria. It is no longer recommended for prevention of diphtheria. It is given by injection into a vein or muscle.Side effects are common. They include serum sickness and allergic reactions including anaphylaxis. Diphtheria antitoxin is made from the blood plasma of horses that have been immunized against diphtheria toxin. It works by neutralizing the toxins produced by Corynebacterium diphtheriae.Diphtheria antitoxin was developed and came into medical use in the late 1800s. The 1901 diphtheria antitoxin contamination incident, in which the milk wagon horse used to culture the antitoxin became infected with tetanus, which contaminated vials of the antitoxin leading to the deaths of several children in the midwest United States, led to the passage of the Biologics Control Act of 1902 and the 1906 formation of the U.S. Food and Drug Administration (FDA). The celebrated 1925 serum run to Nome was a transport of the antitoxin by dog sled relay across the U.S. territory of Alaska across 674 miles (1,085 km) in 5+1⁄2 days, saving the small town of Nome and the surrounding communities from an epidemic of the disease.
Diphtheria antitoxin is on the World Health Organization's List of Essential Medicines. In the United States it can be obtained from the Centers for Disease Control. It is not available in many countries including many in Europe as of 2008."
Equine rabies immunoglobulin,https://en.wikipedia.org/wiki/Rabies_immunoglobulin,Rabies_immunoglobulin,"Rabies immunoglobulin (RIG) is a medication made up of antibodies against the rabies virus. It is used to prevent rabies following exposure. It is given after the wound is cleaned with soap and water or povidone-iodine and is followed by a course of rabies vaccine. It is given by injection into the site of the wound and into a muscle. It is not needed in people who have been previously vaccinated against rabies.Common side effects include pain at the site of injection, fever, and headache. Severe allergic reactions such as anaphylaxis may rarely occur. Use during pregnancy is not known to harm the baby. It works by binding to the rabies virus before it can enter nerve tissue. After the virus has entered the central nervous system, rabies immunoglobulin is no longer useful.The use of rabies immunoglobulin in the form of blood serum dates from 1891. Use became common within medicine in the 1950s. It is on the World Health Organization's List of Essential Medicines. Rabies immunoglobulin is expensive and hard to come by in the developing world. In the United States it is estimated to be more than US$1,000.00 per dose. It is made from the blood plasma of people or horses who have high levels of the antibody in their blood. The horse version is less expensive but has a higher rate of side effects."
BCG vaccine,https://en.wikipedia.org/wiki/Bacillus_Calmette%E2%80%93Gu%C3%A9rin,Bacillus_Calmette%E2%80%93Gu%C3%A9rin,
