drug_name,drug_page,name,content,len
Dolutegravir/lamivudine/tenofovir,https://en.wikipedia.org/wiki/Dolutegravir/lamivudine/tenofovir,Dolutegravir/lamivudine/tenofovir,"Dolutegravir/lamivudine/tenofovir (DTG/3TC/TDF) is a fixed-dose combination antiretroviral medication used to treat HIV/AIDS. It is a combination of dolutegravir, lamivudine, and tenofovir disoproxil. As of 2019, it is listed by the World Health Organization (WHO) as the first line treatment for adults, with tenofovir/lamivudine/efavirenz as an alternative. It is taken by mouth.Side effects may include trouble sleeping, weight gain, and rash.",60
Amodiaquine,https://en.wikipedia.org/wiki/Amodiaquine,Amodiaquine,"Amodiaquine (ADQ) is a medication used to treat malaria, including Plasmodium falciparum malaria when uncomplicated. It is recommended to be given with artesunate to reduce the risk of resistance. Due to the risk of rare but serious side effects, it is not generally recommended to prevent malaria. Though, the WHO in 2013 recommended use for seasonal preventive in children at",60
Flucytosine,https://en.wikipedia.org/wiki/Flucytosine,Flucytosine,"Flucytosine, also known as 5-fluorocytosine (5-FC), is an antifungal medication. It is specifically used, together with amphotericin B, for serious Candida infections and cryptococcosis. It may be used by itself or with other antifungals for chromomycosis. Flucytosine is used by mouth and by injection into a vein.Common side effects include bone marrow suppression, loss of appetite, diarrhea, vomiting, and psychosis.",60
Mifepristone,https://en.wikipedia.org/wiki/Mifepristone,Mifepristone,"Mifepristone, also known as RU-486, is a medication typically used in combination with misoprostol to bring about a medical abortion during pregnancy and manage early miscarriage. This combination is 97% effective during the first 63 days of pregnancy. It is also effective in the second trimester of pregnancy. It is taken by mouth.The more common adverse effects include abdominal pain,",60
Irinotecan,https://en.wikipedia.org/wiki/Irinotecan,Irinotecan,"Irinotecan, sold under the brand name Camptosar among others, is a medication used to treat colon cancer, and small cell lung cancer. For colon cancer it is used either alone or with fluorouracil. For small cell lung cancer it is used with cisplatin. It is given intravenously.Common side effects include diarrhea, vomiting, bone marrow suppression, hair loss, shortness of breath,",60
Protamine sulfate,https://en.wikipedia.org/wiki/Protamine_sulfate,Protamine_sulfate,"Protamine sulfate is a medication that is used to reverse the effects of heparin. It is specifically used in heparin overdose, in low molecular weight heparin overdose, and to reverse the effects of heparin during delivery and heart surgery. It is given by injection into a vein. The onset of effects is typically within five minutes.Common side effects include low",60
Zoledronic acid,https://en.wikipedia.org/wiki/Zoledronic_acid,Zoledronic_acid,"Zoledronic acid, also known as zoledronate and sold under the brand name Zometa by Novartis among others, is a medication used to treat a number of bone diseases. These include osteoporosis, high blood calcium due to cancer, bone breakdown due to cancer, Paget's disease of bone and Duchenne muscular dystrophy (DMD). It is given by injection into a vein.Common side",60
Rifabutin,https://en.wikipedia.org/wiki/Rifabutin,Rifabutin,Rifabutin (Rfb) is an antibiotic used to treat tuberculosis and prevent and treat Mycobacterium avium complex. It is typically only used in those who cannot tolerate rifampin such as people with HIV/AIDS on antiretrovirals. For active tuberculosis it is used with other antimycobacterial medications. For latent tuberculosis it may be used by itself when the exposure was with drug-resistant TB.Common,60
Doxycycline,https://en.wikipedia.org/wiki/Doxycycline,Doxycycline,"Doxycycline is a broad-spectrum antibiotic of the tetracycline class used in the treatment of infections caused by bacteria and certain parasites. It is used to treat bacterial pneumonia, acne, chlamydia infections, Lyme disease, cholera, typhus, and syphilis. It is also used to prevent malaria in combination with quinine. Doxycycline may be taken by mouth or by injection into a vein.Common",60
glecaprevir,https://en.wikipedia.org/wiki/Glecaprevir,Glecaprevir,"Glecaprevir (INN,) is a hepatitis C virus (HCV) nonstructural (NS) protein 3/4A protease inhibitor that was identified jointly by AbbVie and Enanta Pharmaceuticals. It is being developed as a treatment of chronic hepatitis C infection in co-formulation with an HCV NS5A inhibitor pibrentasvir. Together they demonstrated potent antiviral activity against major HCV genotypes and high barriers to resistance in vitro.On",60
Succimer,https://en.wikipedia.org/wiki/Succimer,Succimer,"Succimer, sold under the brand name Chemet among others, is a medication used to treat lead, mercury, and arsenic poisoning. When radiolabeled with technetium-99m, it is used in many types of diagnostic testing. A full course of Succimer lasts for 19 days of oral administration. A second course should be given when more than two weeks pass after the first",60
Fosfomycin,https://en.wikipedia.org/wiki/Fosfomycin,Fosfomycin,"Fosfomycin, sold under the brand name Monurol among others, is an antibiotic primarily used to treat lower urinary tract infections. It is not indicated for kidney infections. Occasionally it is used for prostate infections. It is generally taken by mouth.Common side effects include diarrhea, nausea, headache, and vaginal yeast infections. Severe side effects may include anaphylaxis and Clostridioides difficile-associated diarrhea.",60
Paromomycin,https://en.wikipedia.org/wiki/Paromomycin,Paromomycin,"Paromomycin is an antimicrobial used to treat a number of parasitic infections including amebiasis, giardiasis, leishmaniasis, and tapeworm infection. It is a first-line treatment for amebiasis or giardiasis during pregnancy. Otherwise, it is generally a second line treatment option. It is taken by mouth, applied to the skin, or by injection into a muscle.Common side effects when taken by mouth",60
Ethosuximide,https://en.wikipedia.org/wiki/Ethosuximide,Ethosuximide,"Ethosuximide, sold under the brand name Zarontin among others, is a medication used to treat absence seizures. It may be used by itself or with other antiseizure medications such as valproic acid. Ethosuximide is taken by mouth.Ethosuximide is usually well tolerated. Common side effects include loss of appetite, abdominal pain, diarrhea, and feeling tired. Serious side effects include suicidal thoughts,",60
Isosorbide dinitrate,https://en.wikipedia.org/wiki/Isosorbide_dinitrate,Isosorbide_dinitrate,"Isosorbide dinitrate is a medication used for heart failure, esophageal spasms, and to treat and prevent chest pain from not enough blood flow to the heart. It has been found to be particularly useful in heart failure due to systolic dysfunction together with hydralazine. It is taken by mouth or under the tongue.Common side effects include headache, lightheadedness with standing,",60
Ibrutinib,https://en.wikipedia.org/wiki/Ibrutinib,Ibrutinib,"Ibrutinib, sold under the brand name Imbruvica among others, is a small molecule drug that inhibits B-cell proliferation and survival by irreversibly binding the protein Bruton's tyrosine kinase (BTK). Blocking BTK inhibits the B-cell receptor pathway, which is often aberrantly active in B cell cancers. Ibrutinib is therefore used to treat such cancers, including mantle cell lymphoma, chronic lymphocytic leukemia,",60
Tioguanine,https://en.wikipedia.org/wiki/Tioguanine,Tioguanine,"Tioguanine, also known as thioguanine or 6-thioguanine (6-TG) is a medication used to treat acute myeloid leukemia (AML), acute lymphocytic leukemia (ALL), and chronic myeloid leukemia (CML). Long-term use is not recommended. It is given by mouth.Common side effects include bone marrow suppression, liver problems and inflammation of the mouth. It is recommended that liver enzymes be checked weekly when",60
Miconazole,https://en.wikipedia.org/wiki/Miconazole,Miconazole,"Miconazole, sold under the brand name Monistat among others, is an antifungal medication used to treat ring worm, pityriasis versicolor, and yeast infections of the skin or vagina. It is used for ring worm of the body, groin (jock itch), and feet (athlete's foot). It is applied to the skin or vagina as a cream or ointment.Common side effects include",60
Methyldopa,https://en.wikipedia.org/wiki/Methyldopa,Methyldopa,"Methyldopa, sold under the brand name Aldomet among others, is a medication used for high blood pressure. It is one of the preferred treatments for high blood pressure in pregnancy. For other types of high blood pressure including very high blood pressure resulting in symptoms other medications are typically preferred. It can be given by mouth or injection into a",60
Methylthioninium chloride,https://en.wikipedia.org/wiki/Methylene_blue,Methylene_blue,"Methylthioninium chloride, commonly called methylene blue, is a salt used as a dye and as a medication. As a medication, it is mainly used to treat methemoglobinemia by chemically reducing the ferric iron in hemoglobin to ferrous iron. Specifically, it is used to treat methemoglobin levels that are greater than 30% or in which there are symptoms despite oxygen therapy.",60
Glecaprevir/pibrentasvir,https://en.wikipedia.org/wiki/Glecaprevir/pibrentasvir,Glecaprevir/pibrentasvir,"Glecaprevir/pibrentasvir (G/P), sold under the brand names Mavyret and Maviret, is a fixed-dose combination medication used to treat hepatitis C. It contains glecaprevir and pibrentasvir. It works against all six types of hepatitis C. At twelve weeks following treatment between 81% and 100% of people have no evidence of hepatitis C. It is taken once a day by mouth with",60
Propylthiouracil,https://en.wikipedia.org/wiki/Propylthiouracil,Propylthiouracil,"Propylthiouracil (PTU) is a medication used to treat hyperthyroidism. This includes hyperthyroidism due to Graves' disease and toxic multinodular goiter. In a thyrotoxic crisis it is generally more effective than methimazole. Otherwise it is typically only used when methimazole, surgery, and radioactive iodine is not possible. It is taken by mouth.Common side effects include itchiness, hair loss, parotid swelling, vomiting,",60
Ifosfamide,https://en.wikipedia.org/wiki/Ifosfamide,Ifosfamide,"Ifosfamide (IFO), sold under the brand name Ifex among others, is a chemotherapy medication used to treat a number of types of cancer. This includes testicular cancer, soft tissue sarcoma, osteosarcoma, bladder cancer, small cell lung cancer, cervical cancer, and ovarian cancer. It is administered by injection into a vein.Common side effects include hair loss, vomiting, blood in the urine,",60
Praziquantel,https://en.wikipedia.org/wiki/Praziquantel,Praziquantel,"Praziquantel (PZQ), sold under the brandname Biltricide among others, is a medication used to treat a number of types of parasitic worm infections in mammals, birds, amphibians, reptiles, and fish. In humans specifically, it is used to treat schistosomiasis, clonorchiasis, opisthorchiasis, tapeworm infections, cysticercosis, echinococcosis, paragonimiasis, fasciolopsiasis, and fasciolosis. It should not be used for worm infections of the eye.",60
Amikacin,https://en.wikipedia.org/wiki/Amikacin,Amikacin,"Amikacin is an antibiotic medication used for a number of bacterial infections. This includes joint infections, intra-abdominal infections, meningitis, pneumonia, sepsis, and urinary tract infections. It is also used for the treatment of multidrug-resistant tuberculosis. It is used by injection into a vein using an IV or into a muscle.Amikacin, like other aminoglycoside antibiotics, can cause hearing loss, balance problems,",60
Diazoxide,https://en.wikipedia.org/wiki/Diazoxide,Diazoxide,"Diazoxide, sold under the brand name Proglycem and others, is a medication used to treat low blood sugar due to a number of specific causes. This includes islet cell tumors that cannot be removed and leucine sensitivity. It can also be used in refractory cases of sulfonylurea toxicity. It is generally taken by mouth.Common side effects include high blood sugar,",60
Iohexol,https://en.wikipedia.org/wiki/Iohexol,Iohexol,"Iohexol, sold under the trade name Omnipaque among others, is a contrast agent used for X-ray imaging. This includes when visualizing arteries, veins, ventricles of the brain, the urinary system, and joints, as well as during computed tomography (CT scan). It is given by mouth, injection into a vein, or into a body cavity.Side effects include vomiting, skin flushing, headache,",60
Cyclizine,https://en.wikipedia.org/wiki/Cyclizine,Cyclizine,"Cyclizine, sold under a number of brand names, is a medication used to treat and prevent nausea, vomiting and dizziness due to motion sickness or vertigo. It may also be used for nausea after general anaesthesia or that which developed from opioid use. It is taken by mouth, in the rectum, or injected into a vein.Common side effects include sleepiness,",60
pyrazinamide,https://en.wikipedia.org/wiki/Pyrazinamide,Pyrazinamide,"Pyrazinamide is a medication used to treat tuberculosis. For active tuberculosis, it is often used with rifampicin, isoniazid, and either streptomycin or ethambutol. It is not generally recommended for the treatment of latent tuberculosis. It is taken by mouth.Common side effects include nausea, loss of appetite, muscle and joint pains, and rash. More serious side effects include gout, liver toxicity,",60
Thiopental,https://en.wikipedia.org/wiki/Thiopental,Thiopental,"Sodium thiopental, also known as Sodium Pentothal (a trademark of Abbott Laboratories), thiopental, thiopentone, or Trapanal (also a trademark), is a rapid-onset short-acting barbiturate general anesthetic. It is the thiobarbiturate analog of pentobarbital, and an analog of thiobarbital. Sodium thiopental was a core medicine in the World Health Organization's List of Essential Medicines, but was supplanted by propofol. Despite this,",60
Potassium permanganate,https://en.wikipedia.org/wiki/Potassium_permanganate_(medical_use),Potassium_permanganate_(medical_use),"Potassium permanganate is used as a medication for a number of skin conditions. This includes fungal infections of the foot, impetigo, pemphigus, superficial wounds, dermatitis, and tropical ulcers. For tropical ulcers it is used together with procaine benzylpenicillin. Typically it is used in skin conditions that produce a lot of liquid. It can be applied as a soaked dressing or",60
Carbetocin,https://en.wikipedia.org/wiki/Carbetocin,Carbetocin,"Carbetocin, sold under the brand names Pabal among others, is a medication used to prevent excessive bleeding after childbirth, particularly following Cesarean section. It appears to work as well as oxytocin. Due to it being less economical than other options, use is not recommended by NHS Scotland. It is given by injection into a vein or muscle.Side effects differ little",60
Erlotinib,https://en.wikipedia.org/wiki/Erlotinib,Erlotinib,"Erlotinib, sold under the brand name Tarceva among others, is a medication used to treat non-small cell lung cancer (NSCLC) and pancreatic cancer. Specifically it is used for NSCLC with mutations in the epidermal growth factor receptor (EGFR) — either an exon 19 deletion (del19) or exon 21 (L858R) substitution mutation — which has spread to other parts of the",60
telmisartan,https://en.wikipedia.org/wiki/Telmisartan,Telmisartan,"Telmisartan, sold under the brand name Micardis among others, is a medication used to treat high blood pressure, heart failure, and diabetic kidney disease. It is a reasonable initial treatment for high blood pressure. It is taken by mouth. Versions are available as the combination telmisartan/hydrochlorothiazide, telmisartan/cilnidipine and telmisartan/amlodipine.Common side effects include upper respiratory tract infections, diarrhea, and back pain.",60
zinc sulfate,https://en.wikipedia.org/wiki/Zinc_sulfate_(medical_use),Zinc_sulfate_(medical_use),Zinc sulfate is used medically as a dietary supplement. Specifically it is used to treat zinc deficiency and to prevent the condition in those at high risk. This includes use together with oral rehydration therapy for children who have diarrhea. General use is not recommended. It may be taken by mouth or by injection into a vein.Side effects may include,60
"Charcoal, activated",https://en.wikipedia.org/wiki/Activated_charcoal_(medication),Activated_charcoal_(medication),"Activated charcoal, also known as activated carbon, is a medication used to treat poisonings that occurred by mouth. To be effective it must be used within a short time of the poisoning occurring, typically an hour. It does not work for poisonings by cyanide, corrosive agents, iron, lithium, alcohols, or malathion. It may be taken by mouth or given by",60
emtricitabine,https://en.wikipedia.org/wiki/Emtricitabine,Emtricitabine,"Emtricitabine (commonly called FTC, systematic name 2',3'-dideoxy-5-fluoro-3'-thiacytidine), with trade name Emtriva (formerly Coviracil), is a nucleoside reverse-transcriptase inhibitor (NRTI) for the prevention and treatment of HIV infection in adults and children. In 2019, it was the 494th most commonly prescribed medication in the United States, with more than 3 thousand prescriptions.Emtricitabine makes up one fourth of the Quad pill (brand",60
Dengue vaccine,https://en.wikipedia.org/wiki/Dengue_vaccine,Dengue_vaccine,"Dengue vaccine is a vaccine used to prevent dengue fever in humans. Development of dengue vaccines began in the 1920s, but was hindered by the need to create immunity against all four dengue serotypes. As of 2023, there are two commercially available vaccines, sold under the brand names Dengvaxia and Qdenga.Dengvaxia is only recommended in those who have previously had",60
Cytarabine,https://en.wikipedia.org/wiki/Cytarabine,Cytarabine,"Cytarabine, also known as cytosine arabinoside (ara-C), is a chemotherapy medication used to treat acute myeloid leukemia (AML), acute lymphocytic leukemia (ALL), chronic myelogenous leukemia (CML), and non-Hodgkin's lymphoma. It is given by injection into a vein, under the skin, or into the cerebrospinal fluid. There is a liposomal formulation for which there is tentative evidence of better outcomes in",60
Telmisartan/hydrochlorothiazide,https://en.wikipedia.org/wiki/Telmisartan/hydrochlorothiazide,Telmisartan/hydrochlorothiazide,"Telmisartan/hydrochlorothiazide, sold under the brand name Micardis HCT among others, is a fixed-dose combination medication used to treat high blood pressure. It is a combination of telmisartan an angiotensin II receptor antagonist with hydrochlorothiazide a diuretic. It may be used if telmisartan by itself is not sufficient. It is taken by mouth.Common side effects include dizziness, upper respiratory tract infections,",60
Aprepitant,https://en.wikipedia.org/wiki/Aprepitant,Aprepitant,"Aprepitant, sold under the brand name Emend among others, is a medication used to prevent chemotherapy-induced nausea and vomiting (CINV) and to prevent postoperative nausea and vomiting (PONV). It may be used together with ondansetron and dexamethasone. It is taken by mouth or administered by intravenous injection.Common side effects include tiredness, loss of appetite, diarrhea, abdominal pain, hiccups, itchiness, pneumonia,",60
Pyridostigmine,https://en.wikipedia.org/wiki/Pyridostigmine,Pyridostigmine,Pyridostigmine is a medication used to treat myasthenia gravis and underactive bladder. It is also used together with atropine to end the effects of neuromuscular blocking medication of the non-depolarizing type. It is typically given by mouth but can also be used by injection. The effects generally begin within 45 minutes and last up to 6 hours.Common side effects include,60
Prostaglandin E1,https://en.wikipedia.org/wiki/Prostaglandin_E1,Prostaglandin_E1,"Prostaglandin E1 (PGE1) is a naturally occurring prostaglandin and is also used as a medication (alprostadil).In infants with congenital heart defects, it is delivered by slow injection into a vein to open the ductus arteriosus until surgery can be carried out. By injection into the penis or placement in the urethra, it is used to treat erectile dysfunction.Common side effects",60
Nevirapine,https://en.wikipedia.org/wiki/Nevirapine,Nevirapine,"Nevirapine (NVP), sold under the brand name Viramune among others, is a medication used to treat and prevent HIV/AIDS, specifically HIV-1. It is generally recommended for use with other antiretroviral medications. It may be used to prevent mother to child spread during birth but is not recommended following other exposures. It is taken by mouth.Common side effects include rash, headache,",60
Dactinomycin,https://en.wikipedia.org/wiki/Dactinomycin,Dactinomycin,"Dactinomycin, also known as actinomycin D, is a chemotherapy medication used to treat a number of types of cancer. This includes Wilms tumor, rhabdomyosarcoma, Ewing's sarcoma, trophoblastic neoplasm, testicular cancer, and certain types of ovarian cancer. It is given by injection into a vein.Most people develop side effects. Common side effects include bone marrow suppression, vomiting, mouth ulcers, hair loss,",60
Isoflurane,https://en.wikipedia.org/wiki/Isoflurane,Isoflurane,"Isoflurane, sold under the brand name Forane among others, is a general anesthetic. It can be used to start or maintain anesthesia; however, other medications are often used to start anesthesia, due to airway irritation with isoflurane. Isoflurane is given via inhalation.Side effects of isoflurane include a decreased ability to breathe (respiratory depression), low blood pressure, and an irregular heartbeat.",60
Xylometazoline,https://en.wikipedia.org/wiki/Xylometazoline,Xylometazoline,"Xylometazoline, also spelled xylomethazoline, is a medication used to reduce symptoms of nasal congestion, allergic rhinitis, and sinusitis. Use is not recommended for more than seven days. Use is also not recommended in those less than three months of age and some say not less than 6 years of age. It is used directly in the nose as a spray",60
Abacavir/lamivudine,https://en.wikipedia.org/wiki/Abacavir/lamivudine,Abacavir/lamivudine,"Abacavir/lamivudine, sold under the brand name Kivexa among others, is a fixed-dose combination antiretroviral medication used to treat HIV/AIDS. It contains abacavir and lamivudine. It is generally recommended for use with other antiretrovirals. It is commonly used as part of the preferred treatment in children. It is taken by mouth as a tablet.Common side effects include trouble sleeping, headache, depression,",60
Streptokinase,https://en.wikipedia.org/wiki/Streptokinase,Streptokinase,"Streptokinase is a thrombolytic medication activating plasminogen by nonenzymatic mechanism. As a medication it is used to break down clots in some cases of myocardial infarction (heart attack), pulmonary embolism, and arterial thromboembolism. The type of heart attack it is used in is an ST elevation myocardial infarction (STEMI). It is given by injection into a vein.Side effects include nausea,",60
Ergometrine,https://en.wikipedia.org/wiki/Ergometrine,Ergometrine,"Ergometrine, also known as ergonovine and sold under the brand names Ergotrate, Ergostat, and Syntometrine among others, is a medication used to cause contractions of the uterus to treat heavy vaginal bleeding after childbirth. It can be used either by mouth, by injection into a muscle, or injection into a vein. It begins working within 15 minutes when taken by",60
Prussian blue,https://en.wikipedia.org/wiki/Prussian_blue_(medical_use),Prussian_blue_(medical_use),"Prussian blue, also known as potassium ferric hexacyanoferrate, is used as a medication to treat thallium poisoning or radioactive caesium poisoning. For thallium it may be used in addition to gastric lavage, activated charcoal, forced diuresis, and hemodialysis. It is given by mouth or nasogastric tube. Prussian blue is also used in the urine to test for G6PD deficiency.Side effects",60
P-aminosalicylic acid,https://en.wikipedia.org/wiki/P-aminosalicylic_acid,P-aminosalicylic_acid,"4-Aminosalicylic acid, also known as para-aminosalicylic acid (PAS) and sold under the brand name Paser among others, is an antibiotic primarily used to treat tuberculosis. Specifically it is used to treat active drug resistant tuberculosis together with other antituberculosis medications. It has also been used as a second line agent to sulfasalazine in people with inflammatory bowel disease such as",60
Amiloride,https://en.wikipedia.org/wiki/Amiloride,Amiloride,"Amiloride, sold under the trade name Midamor among others, is a medication typically used with other medications to treat high blood pressure or swelling due to heart failure or cirrhosis of the liver. Amiloride is classified as a potassium-sparing diuretic. Amiloride is often used together with another diuretic, such as a thiazide or loop diuretic. It is taken by mouth.",60
Halothane,https://en.wikipedia.org/wiki/Halothane,Halothane,"Halothane, sold under the brand name Fluothane among others, is a general anaesthetic. It can be used to induce or maintain anaesthesia. One of its benefits is that it does not increase the production of saliva, which can be particularly useful in those who are difficult to intubate. It is given by inhalation.Side effects include an irregular heartbeat, respiratory depression,",60
sofosbuvir,https://en.wikipedia.org/wiki/Sofosbuvir,Sofosbuvir,"Sofosbuvir, sold under the brand name Sovaldi among others, is a medication used to treat hepatitis C. It is taken by mouth.Common side effects include fatigue, headache, nausea, and trouble sleeping. Side effects are generally more common in interferon-containing regimens.: 7 Sofosbuvir may reactivate hepatitis B in those who have been previously infected. In combination with ledipasvir, daclatasvir or simeprevir,",60
Salicylic acid,https://en.wikipedia.org/wiki/Salicylic_acid_(medical_use),Salicylic_acid_(medical_use),"Salicylic acid is used as a medicine to help remove the outer layer of the skin. As such it is used to treat warts, skin tags, calluses, psoriasis, dandruff, acne, ringworm, and ichthyosis. For conditions other than warts, it is often used together with other medications. It is applied to the area affected.Side effects include skin irritation, and salicylate poisoning.",60
Tetracycline,https://en.wikipedia.org/wiki/Tetracycline,Tetracycline,"Tetracycline, sold under various brand names, is an oral antibiotic in the tetracyclines family of medications, used to treat a number of infections, including acne, cholera, brucellosis, plague, malaria, and syphilis.Common side effects include vomiting, diarrhea, rash, and loss of appetite. Other side effects include poor tooth development if used by children less than eight years of age, kidney problems,",60
All-trans retinoic acid,https://en.wikipedia.org/wiki/Tretinoin,Tretinoin,"Tretinoin, also known as all-trans retinoic acid (ATRA), is a medication used for the treatment of acne and acute promyelocytic leukemia. For acne, it is applied to the skin as a cream, gel or ointment. For leukemia, it is taken by mouth for up to three months. Topical tretinoin is also the most extensively investigated retinoid therapy for photoaging.Common side",60
Multiple micronutrient supplement,https://en.wikipedia.org/wiki/Multivitamin,Multivitamin,"A multivitamin is a preparation intended to serve as a dietary supplement with vitamins, dietary minerals, and other nutritional elements. Such preparations are available in the form of tablets, capsules, pastilles, powders, liquids, or injectable formulations. Other than injectable formulations, which are only available and administered under medical supervision, multivitamins are recognized by the Codex Alimentarius Commission (the United Nations'",60
Tick-borne encephalitis vaccine,https://en.wikipedia.org/wiki/Tick-borne_encephalitis_vaccine,Tick-borne_encephalitis_vaccine,"Tick-borne encephalitis vaccine is a vaccine used to prevent tick-borne encephalitis (TBE). The disease is most common in Central and Eastern Europe, and Northern Asia. More than 87% of people who receive the vaccine develop immunity. It is not useful following the bite of an infected tick. It is given by injection into a muscle.The World Health Organization (WHO) recommends",60
Progesterone vaginal ring,https://en.wikipedia.org/wiki/Progesterone_vaginal_ring,Progesterone_vaginal_ring,"Progesterone vaginal ring, also known as progesterone-only vaginal ring, is a form of vaginal ring used for birth control when breastfeeding. Use can begin at four weeks and continue for at least up to a year following childbirth. Failure rates with usual use is about 1.5 per 100 women. It is used within the vagina with one ring lasting three",60
Ethanol,https://en.wikipedia.org/wiki/Alcohol_(medical_use),Alcohol_(medical_use),"Alcohols, in various forms, are used within medicine as an antiseptic, disinfectant, and antidote. Alcohols applied to the skin are used to disinfect skin before a needle stick and before surgery. They may be used both to disinfect the skin of the person and as hand sanitizer of the healthcare providers. They can also be used to clean other areas",60
Povidone iodine,https://en.wikipedia.org/wiki/Povidone-iodine,Povidone-iodine,"Povidone-iodine (PVP-I), also known as iodopovidone, is an antiseptic used for skin disinfection before and after surgery. It may be used both to disinfect the hands of healthcare providers and the skin of the person they are caring for. It may also be used for minor wounds. It may be applied to the skin as a liquid or a powder.Side",60
Loperamide,https://en.wikipedia.org/wiki/Loperamide,Loperamide,"Loperamide, sold under the brand name Imodium, among others, is a medication of the opioid receptor agonist class used to decrease the frequency of diarrhea. It is often used for this purpose in irritable bowel syndrome, inflammatory bowel disease and short bowel syndrome. It is not recommended for those with blood in the stool, mucus in the stool, or fevers.",60
Bevacizumab,https://en.wikipedia.org/wiki/Bevacizumab,Bevacizumab,"Bevacizumab, sold under the brand name Avastin among others, is a medication used to treat a number of types of cancers and a specific eye disease. For cancer, it is given by slow injection into a vein (intravenous) and used for colon cancer, lung cancer, glioblastoma, and renal-cell carcinoma. In many of these diseases it is used as a first-line",60
Chlorambucil,https://en.wikipedia.org/wiki/Chlorambucil,Chlorambucil,"Chlorambucil, sold under the brand name Leukeran among others, is a chemotherapy medication used to treat chronic lymphocytic leukemia (CLL), Hodgkin lymphoma, and non-Hodgkin lymphoma. For CLL it is a preferred treatment. It is given by mouth.Common side effects include bone marrow suppression. Other serious side effects include an increased long term risk of further cancer, infertility, and allergic reactions.",60
Simvastatin,https://en.wikipedia.org/wiki/Simvastatin,Simvastatin,"Simvastatin, sold under the brand name Zocor among others, is a statin, a type of lipid-lowering medication. It is used along with exercise, diet, and weight loss to decrease elevated lipid levels. It is also used to decrease the risk of heart problems in those at high risk. It is taken by mouth.Common side effects include constipation, headaches, and nausea.",60
Eflornithine,https://en.wikipedia.org/wiki/Eflornithine,Eflornithine,"Eflornithine, sold under the brand name Vaniqa among others, is a medication used to treat African trypanosomiasis (sleeping sickness) and excessive hair growth on the face in women. Specifically it is used for the 2nd stage of sleeping sickness caused by T. b. gambiense and may be used with nifurtimox. It is taken intravenously (injection into a vein) or topically.",60
Naloxone,https://en.wikipedia.org/wiki/Naloxone,Naloxone,"Naloxone is a medication used to reverse or reduce the effects of opioids. It is used to counter decreased breathing in opioid overdose. Effects begin within two minutes when given intravenously, five minutes when injected into a muscle, and ten minutes as a nasal spray. Naloxone blocks the effects of opioids for 30 to 90 minutes.Administration to opioid-dependent individuals may",60
estradiol cypionate,https://en.wikipedia.org/wiki/Estradiol_cypionate,Estradiol_cypionate,"Estradiol cypionate (EC), sold under the brand name Depo-Estradiol among others, is an estrogen medication which is used in hormone therapy for menopausal symptoms and low estrogen levels in women, in hormone therapy for trans women, and in hormonal birth control for women. It is given by injection into muscle once every 1 to 4 weeks.Side effects of estradiol cypionate",60
Levonorgestrel-releasing intrauterine system,https://en.wikipedia.org/wiki/Hormonal_intrauterine_device,Hormonal_intrauterine_device,"A hormonal intrauterine device (IUD), also known as an intrauterine system (IUS) with progestogen and sold under the brand name Mirena among others, is an intrauterine device that releases a progestogenic hormonal agent such as levonorgestrel into the uterus. It is used for birth control, heavy menstrual periods, and to prevent excessive build of the lining of the uterus in",60
Surfactant,https://en.wikipedia.org/wiki/Pulmonary_surfactant_(medication),Pulmonary_surfactant_(medication),Pulmonary surfactant is used as a medication to treat and prevent respiratory distress syndrome in newborn babies.Prevention is generally done in babies born at a gestational age of less than 32 weeks. It is given by the endotracheal tube. Onset of effects is rapid. A number of doses may be needed.Side effects may include slow heart rate and low oxygen,60
Calcium,https://en.wikipedia.org/wiki/Calcium_supplement,Calcium_supplement,"Calcium supplements are salts of calcium used in a number of conditions. Supplementation is generally only required when there is not enough calcium in the diet. By mouth they are used to treat and prevent low blood calcium, osteoporosis, and rickets. By injection into a vein they are used for low blood calcium that is resulting in muscle spasms and",60
Ethinylestradiol/levonorgestrel,https://en.wikipedia.org/wiki/Ethinylestradiol/levonorgestrel,Ethinylestradiol/levonorgestrel,"Ethinylestradiol/levonorgestrel (EE/LNG) is a combined birth control pill made up of ethinylestradiol, an estrogen and levonorgestrel a progestin. It is used for birth control, symptoms of menstruation, endometriosis, and as emergency contraception. It is taken by mouth. Some preparations of EE/LNG additionally contain an iron supplement in the form of ferrous bisglycinate or ferrous fumarate.Side effects can include nausea, headache,",60
Oxytocin,https://en.wikipedia.org/wiki/Oxytocin_(medication),Oxytocin_(medication),"Synthetic oxytocin, sold under the brand name Pitocin among others, is a medication made from the peptide oxytocin. As a medication, it is used to cause contraction of the uterus to start labor, increase the speed of labor, and to stop bleeding following delivery. For this purpose, it is given by injection either into a muscle or into a vein.Oxytocin",60
Sulfasalazine,https://en.wikipedia.org/wiki/Sulfasalazine,Sulfasalazine,"Sulfasalazine, sold under the brand name Azulfidine among others, is a medication used to treat rheumatoid arthritis, ulcerative colitis, and Crohn's disease. It is considered by some to be a first-line treatment in rheumatoid arthritis. It is taken by mouth or can be administered rectally.Significant side effects occur in about 25% of people. Commonly these include loss of appetite, nausea,",60
