code,source,title,definition,len
CB25,http://id.who.int/icd/entity/1277116264,Fibrothorax,"Fibrothorax results from fibrosis of the visceral pleura, and is clinically manifested by decreased respiratory excursion and restrictive pulmonary physiology. There are two distinct mechanisms that can lead to the formation of fibrothorax: 1) Most often, fibrothorax develops as a consequence of pleural inflammation in patients with pleural effusions, including hemothorax, tuberculous effusion, or chronic empyema; 2) Less frequently,",59
6D82,http://id.who.int/icd/entity/1777436789,Dementia due to Lewy body disease,Dementia due to Lewy body disease is the second most common form of dementia in the elderly after Alzheimer disease. The precise etiology is unknown but involves abnormal alpha-synuclein protein folding and aggregation with Lewy body formation primarily in the cortex and brainstem. Onset is insidious with attentional and executive functioning deficits typically reported as the initial presenting complaint.,59
1C1C,http://id.who.int/icd/entity/1664016479,Meningococcal disease,"This illness is severe and includes infections of the lining of the brain and spinal cord (meningitis) and generalized bloodstream infections (bacteremia or septicemia). Meningococcus bacteria are spread through the exchange of respiratory and throat secretions like spit (e.g., by living in close quarters, kissing). Meningococcal disease can be treated with antibiotics, but quick medical attention is extremely important.",59
1F29,http://id.who.int/icd/entity/1866587875,Eumycetoma,"A localised chronic infection caused by various species of fungi and characterised by the formation of aggregates of the causative organisms (grains) within abscesses. This results in severe damage to skin, subcutaneous tissues and bones of the feet, hands and other parts of the body, with draining sinuses which discharge grains to the surface. Recognised agents include Madurella mycetomatis,",59
GB71,http://id.who.int/icd/entity/1961426220,Calculus of lower urinary tract,"A condition of the urinary system, caused by dehydration, decreased urine volume or fluid flow rates, or increased excretion of minerals such as calcium, oxalate, magnesium, cystine, and phosphate. This condition is characterized by urinary calculi located in the lower urinary tract (urinary bladder and urethra). This condition may also present with haematuria, dysuria, or pain in the flank,",59
6A02,http://id.who.int/icd/entity/437815624,Autism spectrum disorder,"Autism spectrum disorder is characterized by persistent deficits in the ability to initiate and to sustain reciprocal social interaction and social communication, and by a range of restricted, repetitive, and inflexible patterns of behaviour and interests. The onset of the disorder occurs during the developmental period, typically in early childhood, but symptoms may not become fully manifest until later,",59
1F53,http://id.who.int/icd/entity/1365585570,Chagas disease,"A disease caused by an infection with the protozoan parasite Trypanosoma cruzi. This disease is characterized by fever, headache, lymphadenopathy, pallor, muscle pain, dyspnoea, swelling, or abdominal or chest pain. This disease may also be asymptomatic. Transmission is by direct contact with faeces from an infected triatomine bug, vertical transmission, iatrogenic transmission, or ingestion of contaminated food or water.",59
1E51,http://id.who.int/icd/entity/1469571641,Chronic viral hepatitis,"A disease of the liver, caused by a chronic infection with a hepatotropic virus such as hepatitis B,C,D virus, with or without HIV (for six months or longer). This disease is characterized by fatigue, joint and muscle pain, jaundice, or urine of dark yellow colour. Transmission is by sexual contact, or direct contact with contaminated blood or body fluids.",59
FA92,http://id.who.int/icd/entity/1848981072,Inflammatory spondyloarthritis,"Inflammatory spondyloarthritis is a rheumatic disease referring to the group of inflammatory disorders affecting the lower limb, enthesitis, dactylitis, and uveitis. Clinical characteristics include typical patterns of peripheral arthritis (i.e., predominantly of the lower limb and asymmetric), absence of rheumatoid factor, absence of subcutaneous nodules and other extra-articular features of rheumatoid arthritis, overlapping extra-articular features of the group (e.g.,",59
6D80,http://id.who.int/icd/entity/795022044,Dementia due to Alzheimer disease,"Dementia due to Alzheimer disease is the most common form of dementia. Onset is insidious with memory impairment typically reported as the initial presenting complaint. The characteristic course is a slow but steady decline from a previous level of cognitive functioning with impairment in additional cognitive domains (such as executive functions, attention, language, social cognition and judgment, psychomotor speed,",59
2B67,http://id.who.int/icd/entity/1640200163,Malignant neoplasms of parotid gland,"Salivary gland tumours can show a striking range of morphological diversity between different tumour types and sometimes within an individual tumour mass. In addition, hybrid tumours, dedifferentiation and the propensity for some benign tumours to progress to malignancy can confound histopathological interpretation. These features, together with the relative rarity of a number of tumours, can sometimes make diagnosis difficult,",59
1G05,http://id.who.int/icd/entity/2076748409,Tungiasis,"A disease of the skin, caused by an infection with the parasite Tunga penetrans. This disease is characterized by lesions (white patch with a black dot in the middle), skin inflammation, or pruritus surrounding the lesion. This disease may also be asymptomatic. Transmission is through the bite of an infected flea, or by direct contact with an infected animal.",59
1C1F,http://id.who.int/icd/entity/1186214944,Endemic non-venereal syphilis,"Endemic non-venereal syphilis is caused by Treponema pallidum subspecies endemicum and is transmitted by skin-to-skin or mouth-to-mouth contact rather than sexual contact. Children are at greatest risk of infection. Clinical features are similar to venereal syphilis with a primary ulcer (usually in the mouth or on the nipples of breast-feeding women nursing infected children) and, in the secondary stage,",59
DA60,http://id.who.int/icd/entity/1437411258,Gastric ulcer,"Gastric ulcer is defined as a distinct breach in the mucosa of the stomach as a result of caustic effects of acid and pepsin in the lumen. Histologically, gastric ulcer is identified as necrosis of the mucosa extending through the muscularis mucosae into the submucosa. In the endoscopic or radiological view, there is an appreciable depth of the lesion.",59
6B63,http://id.who.int/icd/entity/1374925579,Possession trance disorder,"Possession trance disorder is characterized by trance states in which there is a marked alteration in the individual’s state of consciousness and the individual’s customary sense of personal identity is replaced by an external ‘possessing’ identity and in which the individual’s behaviours or movements are experienced as being controlled by the possessing agent. Possession trance episodes are recurrent or,",59
8A03,http://id.who.int/icd/entity/1705355202,Ataxic disorders,"Disorders associated with ataxia. The word ""ataxia"", comes from the Greek word, "" a taxis"" meaning ""without order or incoordination"". The word ataxia means without coordination. People with ataxia have problems with coordination because parts of the nervous system that control movement and balance are affected. Ataxia may affect the fingers, hands, arms, legs, body, speech, and eye movements.",59
6D31,http://id.who.int/icd/entity/1832861162,Voyeuristic disorder,"Voyeuristic disorder is characterized by a sustained, focused and intense pattern of sexual arousal—as manifested by persistent sexual thoughts, fantasies, urges, or behaviours—that involves observing an unsuspecting individual who is naked, in the process of disrobing, or engaging in sexual activity. In addition, in order for Voyeuristic Disorder to be diagnosed, the individual must have acted on these thoughts,",59
1D60,http://id.who.int/icd/entity/694903163,Filovirus disease,"A severe disease with high lethality caused by filovirus infection. Filovirus disease is typically characterized by acute onset of fever with non-specific symptoms/signs (e.g., abdominal pain, anorexia, fatigue, malaise, myalgia, sore throat) usually followed several days later by nausea, vomiting, diarrhea, and occasionally a variable rash. Hiccups may occur. Severe illness may include haemorrhagic manifestations (e.g., bleeding from puncture sites,",60
CA25,http://id.who.int/icd/entity/514403112,Cystic fibrosis,"Cystic fibrosis (CF) is a genetic disorder characterized by the production of sweat with a high salt content and mucus secretions with an abnormal viscosity. The disease is chronic and generally progressive, with onset usually occurring during early childhood or, occasionally, at birth (meconium ileus). Virtually any internal organ may be involved but the principle manifestations concern the breathing apparatus",60
6A20,http://id.who.int/icd/entity/1683919430,Schizophrenia,"Schizophrenia is characterized by disturbances in multiple mental modalities, including thinking (e.g., delusions, disorganization in the form of thought), perception (e.g., hallucinations), self-experience (e.g., the experience that one's feelings, impulses, thoughts, or behaviour are under the control of an external force), cognition (e.g., impaired attention, verbal memory, and social cognition), volition (e.g., loss of motivation), affect (e.g., blunted emotional expression),",60
6C91,http://id.who.int/icd/entity/719572464,Conduct-dissocial disorder,"Conduct-dissocial disorder is characterized by a repetitive and persistent pattern of behaviour in which the basic rights of others or major age-appropriate societal norms, rules, or laws are violated such as aggression towards people or animals; destruction of property; deceitfulness or theft; and serious violations of rules. The behaviour pattern is of sufficient severity to result in significant impairment in",60
8A00,http://id.who.int/icd/entity/2024168133,Parkinsonism,"Parkinsonism is a clinical syndrome characterized by four cardinal features: rest tremor, muscular rigidity, akinesia or bradykinesia, and postural disturbances which include shuffling gait and flexed posture and loss of postural reflexes. Bradykinesia and one other clinical feature is required to make a diagnosis of Parkinsonism. Parkinsonism may result from a variety of conditions including progressive neurodegenerative disorders such as",60
LA89,http://id.who.int/icd/entity/5417233,Functionally univentricular heart,"The term “functionally univentricular heart” describes a spectrum of congenital cardiovascular malformations in which the ventricular mass may not readily lend itself to partitioning that commits one ventricular pump to the systemic circulation, and another to the pulmonary circulation. A heart may be functionally univentricular because of its anatomy or because of the lack of feasibility or lack of advisability",60
QE11,http://id.who.int/icd/entity/179140499,Hazardous drug use,"A pattern of use of psychoactive substance(s) other than nicotine or alcohol that appreciably increases the risk of harmful physical or mental health consequences to the user or to others to an extent that warrants attention and advice from health professionals. The increased risk may be from the frequency of substance use, from the amount used on a given occasion,",60
6C51,http://id.who.int/icd/entity/1448597234,Gaming disorder,"!markdown Gaming disorder is characterized by a pattern of persistent or recurrent gaming behaviour (‘digital gaming’ or ‘video-gaming’), which may be online (i.e., over the internet) or offline, manifested by: 1. impaired control over gaming (e.g., onset, frequency, intensity, duration, termination, context); 2. increasing priority given to gaming to the extent that gaming takes precedence over other life interests and",60
MH10,http://id.who.int/icd/entity/1228918777,Brain death,"Persistent apnoeic coma due to irreversible cessation brainstem, cerebellar and cortical activity as seen clinically by no eye opening or eye movement to noxious stimuli, no motor and verbal response, no brain stem and spinal reflexes corneal, cough, vestibuloocular and respiratory, and no cerebral electrical activity as seen by EEG, no cerebral blood flow as seen by cerebral angiogram (conventional,",60
8B61,http://id.who.int/icd/entity/71074342,Spinal muscular atrophy,"Spinal muscular atrophy (SMA) is a progressive disorder with loss of anterior horn cells leading to muscle weakness and wasting. The weakness is typically symmetrical. Typically, upper motor neuron signs are absent and there is no sensory deficit. Feeding and swallowing can be affected, and involvement of respiratory muscles may occur. SMA is an autosomal recessive disorder linked to chromosome",60
6C4G,http://id.who.int/icd/entity/1414319298,Disorders due to use of unknown or unspecified psychoactive substances,"Disorders due to use of unknown or unspecified psychoactive substances are characterized by the pattern and consequences of unknown or unspecified psychoactive substance use. In addition to Intoxication due to unknown or unspecified psychoactive substance, unknown or unspecified psychoactive substances have dependence-inducing properties, resulting in Unknown or unspecified psychoactive substance dependence in some people and Withdrawal due to unknown or",60
6C50,http://id.who.int/icd/entity/1041487064,Gambling disorder,"!markdown Gambling disorder is characterized by a pattern of persistent or recurrent gambling behaviour, which may be online (i.e., over the internet) or offline, manifested by: 1. impaired control over gambling (e.g., onset, frequency, intensity, duration, termination, context); 2. increasing priority given to gambling to the extent that gambling takes precedence over other life interests and daily activities; and 3.",60
8E4A,http://id.who.int/icd/entity/1058231555,Paraneoplastic or autoimmune disorders of the nervous system,"Paraneoplastic and autoimmune disorders of the nervous system result from a targeted immune attack on neurons or glial cells in the central (e.g. encephalopathy, ataxia, myelitis) or peripheral nervous systems (peripheral or autonomic neuropathies, neuromuscular junction disorders or myopathy). In the paraneoplastic context, this attack is a consequence of a potentially effective tumor immune response initiated by onco-neural antigens derived",60
6E40,http://id.who.int/icd/entity/523677473,Psychological or behavioural factors affecting disorders or diseases classified elsewhere,"Psychological and behavioural factors affecting disorders or diseases classified elsewhere are those that may adversely affect the manifestation, treatment, or course of a condition classified in another chapter of the ICD. These factors may adversely affect the manifestation, treatment, or course of the disorder or disease classified in another chapter by: interfering with the treatment of the disorder or disease",60
6C42,http://id.who.int/icd/entity/804833492,Disorders due to use of synthetic cannabinoids,"Disorders due to use of synthetic cannabinoids are characterised by the pattern and consequences of synthetic cannabinoid use. In addition to Synthetic cannabinoid intoxication, synthetic cannabinoids have dependence-inducing properties, resulting in Synthetic cannabinoid dependence in some people and Synthetic cannabinoid withdrawal when use is reduced or discontinued. Synthetic cannabinoids are implicated in a wide range of harms affecting most organs",60
BA41,http://id.who.int/icd/entity/1334938734,Acute myocardial infarction,The term acute myocardial infarction (MI) should be used when there is evidence of myocardial necrosis in a clinical setting consistent with acute myocardial ischemia. Under these conditions any one of the following criteria meets the diagnosis for MI; Detection of a rise and/or fall of cardiac biomarker values with at least one value above the 99th percentile upper reference,60
6B20,http://id.who.int/icd/entity/1582741816,Obsessive-compulsive disorder,"Obsessive-Compulsive Disorder is characterized by the presence of persistent obsessions or compulsions, or most commonly both. Obsessions are repetitive and persistent thoughts, images, or impulses/urges that are intrusive, unwanted, and are commonly associated with anxiety. The individual attempts to ignore or suppress obsessions or to neutralize them by performing compulsions. Compulsions are repetitive behaviors including repetitive mental acts that the",60
6B80,http://id.who.int/icd/entity/263852475,Anorexia Nervosa,"Anorexia Nervosa is characterized by significantly low body weight for the individual’s height, age and developmental stage (body mass index (BMI) less than 18.5 kg/m2 in adults and BMI-for-age under fifth percentile in children and adolescents) that is not due to another health condition or to the unavailability of food. Low body weight is accompanied by a persistent pattern of",60
6C70,http://id.who.int/icd/entity/1532500290,Pyromania,"Pyromania is characterized by a recurrent failure to control strong impulses to set fires, resulting in multiple acts of, or attempts at, setting fire to property or other objects, in the absence of an intelligible motive (e.g., monetary gain, revenge, sabotage, political statement, attracting attention or recognition). There is an increasing sense of tension or affective arousal prior to instances",60
AB51,http://id.who.int/icd/entity/500439897,Acquired hearing impairment,"Loss of hearing that occurs sometime the course of life and is not present at birth. The hearing impairment is sustained after the acquisition of language, which can occur due to disease, trauma, or as a side-effect of a medicine. Conductive hearing loss may occur as a result of a problem in the outer or middle ear such as an",60
2C12,http://id.who.int/icd/entity/1404966610,Malignant neoplasms of liver or intrahepatic bile ducts,"The most frequent and important hepatic neoplasm is the primary hepatocellular carcinoma (HCC). In many parts of the world, in particular Africa and Asia, it poses a significant disease burden. In these high incidence regions, chronic infection with hepatitis B virus (HBV) is the principal underlying cause, with the exception of Japan which has a high prevalence of hepatitis C",60
6C4D,http://id.who.int/icd/entity/470484338,Disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP],"Disorders due to use of dissociative drugs including ketamine and phencyclidine [PCP] are characterised by the pattern and consequences of dissociative drug use. In addition to Dissociative drug intoxication including Ketamine or PCP, dissociative drugs have dependence-inducing properties, resulting in Dissociative drug dependence including ketamine or PCP in some people. Dissociative drugs are implicated in a wide range of harms",60
6E64,http://id.who.int/icd/entity/1126473669,Secondary obsessive-compulsive or related syndrome,"A syndrome characterized by the presence of prominent obsessions, compulsions, preoccupations with appearance, hoarding, skin picking, hair pulling, other body-focused repetitive behaviors, or other symptoms characteristic of obsessive-compulsive and related disorder that is judged to be the direct pathophysiological consequence of a disorder or disease not classified under Mental and behavioural disorders, based on evidence from the history, physical examination,",60
6B02,http://id.who.int/icd/entity/530592394,Agoraphobia,"Agoraphobia is characterized by marked and excessive fear or anxiety that occurs in response to multiple situations where escape might be difficult or help might not be available, such as using public transportation, being in crowds, being outside the home alone (e.g., in shops, theatres, standing in line). The individual is consistently anxious about these situations due to a fear",60
8C02,http://id.who.int/icd/entity/316350069,Toxic neuropathy,"In considering the diagnosis of toxic neuropathy, two criteria should be met: (1) Exposure can be verified and temporally related to the onset of clinical symptoms. Neuropathic symptoms usually occur concurrently with the exposure or following a variable latency of up to several months. (2) There must be neurological signs and abnormal electrodiagnostic studies, because many toxic neuropathies are subclinical,",60
6C20,http://id.who.int/icd/entity/767044268,Bodily distress disorder,"Bodily distress disorder is characterized by the presence of bodily symptoms that are distressing to the individual and excessive attention directed toward the symptoms, which may be manifest by repeated contact with health care providers. If another health condition is causing or contributing to the symptoms, the degree of attention is clearly excessive in relation to its nature and progression.",60
6D71,http://id.who.int/icd/entity/195531803,Mild neurocognitive disorder,"Mild neurocognitive disorder is characterized by the subjective experience of a decline from a previous level of cognitive functioning, accompanied by objective evidence of impairment in performance on one or more cognitive domains relative to that expected given the individual’s age and general level of intellectual functioning that is not sufficiently severe to significantly interfere with independence in the person’s",60
6E68,http://id.who.int/icd/entity/1324394161,Secondary personality change,"A syndrome characterized by a persistent personality disturbance that represents a change from the individual’s previous characteristic personality pattern that is judged to be a direct pathophysiological consequence of a health condition not classified under Mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by",60
QE21,http://id.who.int/icd/entity/233747706,Hazardous gambling or betting,"Hazardous gambling and betting refers to a pattern of gambling and betting that appreciably increases the risk of harmful physical or mental health consequences to the individual or to others around this individual. The increased risk may be from the frequency of gambling or betting, from the amount of time spent on these activities or the context of gambling and",60
HA61,http://id.who.int/icd/entity/344733949,Gender incongruence of childhood,Gender incongruence of childhood is characterized by a marked incongruence between an individual’s experienced/expressed gender and the assigned sex in pre-pubertal children. It includes a strong desire to be a different gender than the assigned sex; a strong dislike on the child’s part of his or her sexual anatomy or anticipated secondary sex characteristics and/or a strong desire for the,60
CA09,http://id.who.int/icd/entity/433284171,"Chronic rhinitis, nasopharyngitis or pharyngitis","The pathological condition of chronic rhinitis is a continuation of persistent inflammation on nasal turbinate mucosae, which is induced by microbial infection, irritation with inhaled substances and abnormal structure of nasal cavity. This condition induces nasal obstruction and increased nasal discharge. Pharyngitis is an inflammation of whole pharyngeal mucosa and lymphatic tissues and its acute symptoms are a part of",60
HA20,http://id.who.int/icd/entity/1932194482,Sexual pain-penetration disorder,"Sexual pain-penetration disorder is characterized by at least one of the following: 1) marked and persistent or recurrent difficulties with penetration, including due to involuntary tightening or tautness of the pelvic floor muscles during attempted penetration; 2) marked and persistent or recurrent vulvovaginal or pelvic pain during penetration; 3) marked and persistent or recurrent fear or anxiety about vulvovaginal or",60
2A21,http://id.who.int/icd/entity/691643472,Mastocytosis,"Mastocytosis is due to a clonal, neoplastic proliferation of mast cells that accumulate in one or more organ systems. Activating mutations of KIT are frequently found. It is characterized by the presence of multifocal compact clusters or cohesive aggregates/infiltrates of abnormal mast cells. The disorder is heterogeneous, ranging from skin lesions that may spontaneously regress to highly aggressive neoplasms associated",60
2D11,http://id.who.int/icd/entity/1766185236,Malignant neoplasms of adrenal gland,"Tumours arising from the adrenal cortex include adenomas and carcinomas. These are rare neoplasms but may cause a variety of hormonal symptoms, including hyperaldosteronism, Cushing syndrome, and virilisation. A small fraction of adrenocortical tumours are associated with an inherited tumour syndrome, including Li-Fraumeni syndrome and Carney complex. Benign and malignant phaeochromocytomas arise in the adrenal medulla and are derived from",60
6B40,http://id.who.int/icd/entity/2070699808,Post traumatic stress disorder,"Post-traumatic stress disorder (PTSD) is a disorder that may develop following exposure to an extremely threatening or horrific event or series of events. It is characterized by all of the following: 1) re-experiencing the traumatic event or events in the present in the form of vivid intrusive memories, flashbacks, or nightmares. These are typically accompanied by strong or overwhelming emotions,",60
7A00,http://id.who.int/icd/entity/323148092,Chronic insomnia,"Chronic insomnia disorder is a frequent and persistent difficulty initiating or maintaining sleep that occurs despite adequate opportunity and circumstances for sleep and that results in general sleep dissatisfaction and some form of daytime impairment. Daytime symptoms typically include fatigue, decreased mood or irritability, general malaise, and cognitive impairment. The sleep disturbance and associated daytime symptoms occur at least several",60
6C4B,http://id.who.int/icd/entity/1835610951,Disorders due to use of volatile inhalants,"Disorders due to use of volatile inhalants are characterised by the pattern and consequences of volatile inhalant use. In addition to Volatile inhalant intoxication, volatile inhalants have dependence-inducing properties, resulting in Volatile inhalant dependence in some people and Volatile inhalant withdrawal when use is reduced or discontinued. Volatile inhalants are implicated in a wide range of harms affecting most organs",60
6A22,http://id.who.int/icd/entity/18178000,Schizotypal disorder,"Schizotypal disorder is characterized by an enduring pattern (i.e., characteristic of the person’s functioning over a period of at least several years) of eccentricities in behavior, appearance and speech, accompanied by cognitive and perceptual distortions, unusual beliefs, and discomfort with— and often reduced capacity for— interpersonal relationships. Symptoms may include constricted or inappropriate affect and anhedonia (negative schizotypy). Paranoid ideas,",60
6C47,http://id.who.int/icd/entity/1605818663,Disorders due to use of synthetic cathinones,"Disorders due to use of synthetic cathinones are characterised by the pattern and consequences of synthetic cathinone use. In addition to Synthetic cathinone intoxication, synthetic cathinones have dependence-inducing properties, resulting in Synthetic cathinone dependence in some people and Synthetic cathinone withdrawal when use is reduced or discontinued. Synthetic cathinones are implicated in a wide range of harms affecting most organs",60
6C01,http://id.who.int/icd/entity/313374467,Encopresis,"Encopresis is the repeated passage of feces in inappropriate places. Encopresis should be diagnosed if inappropriate passage of feces occurs repeatedly (e.g., at least once per month over a period of several months) in an individual who has reached the developmental age when fecal continence is ordinarily expected (4 years). The fecal incontinence may have been present from birth (i.e.,",60
6B85,http://id.who.int/icd/entity/1205760590,Rumination-regurgitation disorder,"Rumination-regurgitation disorder is characterized by the intentional and repeated bringing up of previously swallowed food back to the mouth (i.e., regurgitation), which may be re-chewed and re-swallowed (i.e., rumination), or may be deliberately spat out (but not as in vomiting). The regurgitation behaviour is frequent (at least several times per week) and sustained over a period of at least several",60
8B82,http://id.who.int/icd/entity/76391627,Disorders of trigeminal nerve,"The trigeminal nerve is a mixed nerve with three divisions, ophthalmic, maxillary and mandibular divisions, that provides sensory innervation to the face and mucous membrane of the oral and nasal cavities and motor innervations to the muscle of mastication, tensor tympani, tensor veli palatine, mylohyoid and anterior belly of the digastric muscle. The trigeminal nuclear complex extends throughout the brainstem,",60
6B45,http://id.who.int/icd/entity/467941148,Disinhibited social engagement disorder,"Disinhibited social engagement disorder is characterized by grossly abnormal social behaviour, occurring in the context of a history of grossly inadequate child care (e.g., severe neglect, institutional deprivation). The child approaches adults indiscriminately, lacks reticence to approach, will go away with unfamiliar adults, and exhibits overly familiar behaviour towards strangers. Disinhibited social engagement disorder can only be diagnosed in children,",60
6D70,http://id.who.int/icd/entity/897917531,Delirium,"Delirium is characterized by disturbed attention (i.e., reduced ability to direct, focus, sustain, and shift attention) and awareness (i.e., reduced orientation to the environment) that develops over a short period of time and tends to fluctuate during the course of a day, accompanied by other cognitive impairment such as memory deficit, disorientation, or impairment in language, visuospatial ability, or perception.",60
6C4F,http://id.who.int/icd/entity/601226803,"Disorders due to use of multiple specified psychoactive substances, including medications","Disorders due to use of multiple specified psychoactive substances, including medications are characterised by the pattern and consequences of multiple specified psychoactive substance use. In addition to Intoxication due to multiple specified psychoactive substances, multiple specified substances have dependence-inducing properties, resulting in Multiple specified psychoactive substances dependence in some people and Multiple specified psychoactive substances withdrawal when use is reduced",60
6C4E,http://id.who.int/icd/entity/136511187,"Disorders due to use of other specified psychoactive substances, including medications","Disorders due to use of other specified psychoactive substances, including medications are characterised by the pattern and consequences of other specified psychoactive substance use. In addition to Other specified psychoactive substance intoxication, other specified substances have dependence-inducing properties, resulting in Other specified psychoactive substance dependence in some people and Other specified psychoactive substance withdrawal when use is reduced or discontinued.",60
6A62,http://id.who.int/icd/entity/1427638883,Cyclothymic disorder,"Cyclothymic disorder is characterized by a persistent instability of mood over a period of at least 2 years, involving numerous periods of hypomanic (e.g., euphoria, irritability, or expansiveness, psychomotor activation) and depressive (e.g., feeling down, diminished interest in activities, fatigue) symptoms that are present during more of the time than not. The hypomanic symptomatology may or may not be sufficiently",60
6A61,http://id.who.int/icd/entity/199053300,Bipolar type II disorder,"Bipolar type II disorder is an episodic mood disorder defined by the occurrence of one or more hypomanic episodes and at least one depressive episode. A hypomanic episode is a persistent mood state characterized by euphoria, irritability, or expansiveness, and excessive psychomotor activation or increased energy, accompanied by other characteristic symptoms such as grandiosity, decreased need for sleep, pressured speech,",60
1C88,http://id.who.int/icd/entity/1040970454,Murray Valley encephalitis,"A disease of the brain, caused by an infection with Murray Valley encephalitis virus. This disease is characterized by fever, headache, nausea, vomiting, tiredness, or may be asymptomatic. Severe cases may present with confusion, fatigue, lack of coordination, or encephalitis. Transmission is through the bite of an infected mosquito. Confirmation is by detection of anti-Murray Valley encephalitis antibodies in a",60
QE22,http://id.who.int/icd/entity/1586542716,Hazardous gaming,"Hazardous gaming refers to a pattern of gaming, either online or offline that appreciably increases the risk of harmful physical or mental health consequences to the individual or to others around this individual. The increased risk may be from the frequency of gaming, from the amount of time spent on these activities, from the neglect of other activities and priorities,",60
1F85,http://id.who.int/icd/entity/1422824299,Paragonimiasis,"A disease caused by an infection with the parasitic worm Paragonimus. This disease is characterized by cough or haemoptysis, or may be asymptomatic. This disease may present with other symptoms depending on the site where the parasite migrates to. Transmission is commonly by ingestion of undercooked contaminated crustaceans (crab or crayfish). Confirmation is commonly by identification of Paragonimus eggs in",60
1C17,http://id.who.int/icd/entity/508032285,Diphtheria,"A disease commonly of the respiratory system, caused by an infection of the gram-positive bacteria Corynebacterium diphtheriae. This disease is characterized by sore throat, fever, and a pseudomembrane on the tonsils, pharynx, or nasal cavity. Transmission is by inhalation of infected respiratory secretions, or direct cutaneous contact. Confirmation is by identification of Corynebacterium diphtheriae from a throat swab or infected",60
LB51,http://id.who.int/icd/entity/997805288,Anorchia or microorchidia,"A disorder affecting males, caused by an abnormality occurring in sex development during the antenatal period. This disorder is characterized by individuals who are born with absence of the testes, or with testes that are deficient in size and function. Confirmation is by physical examination, identification of low testosterone levels but elevated follicle stimulating hormone and luteinizing hormone levels in",60
BD42,http://id.who.int/icd/entity/2038606821,Raynaud phenomenon,"Raynaud phenomenon describes an exaggerated vascular response to cold temperature or emotional stimuli resulting in episodic digital ischaemia. It is characterized by paroxysmal vasoconstriction producing initially pallor, an essential component for the diagnosis, followed by cyanosis and erythema. Primary Raynaud disease is an isolated innocuous disorder. Secondary Raynaud phenomenon occurs in association with a wide range of different disorders including",60
LA72,http://id.who.int/icd/entity/271795917,Laryngotracheooesophageal cleft,"A laryngo-tracheo-esophageal cleft (LC) is a congenital malformation characterized by an abnormal, posterior, sagittal communication between the larynx and the pharynx, possibly extending downward between the trachea and the esophagus. Five types of laryngo-tracheo-esophageal cleft have been described based on the downward extension of the cleft, which typically correlates with the severity of symptoms: Type 0 laryngo-tracheo-esophageal cleft to Type",60
DC81,http://id.who.int/icd/entity/1642684637,Diverticulosis of large intestine,"The name diverticulosis is used merely to indicate the presence of multiple diverticula in the large intestine, with or without the accompanying muscle abnormalities found in classical diverticular disease. The condition of having multiple pouches (diverticula) is called diverticulosis. Most people with diverticulosis do not have any discomfort or symptoms. However, some people may experience crampy pain or discomfort in",60
5B58,http://id.who.int/icd/entity/2072706284,Vitamin E deficiency,"Vitamin E deficiency is a condition that causes haemolysis and/or neurologic manifestations. Red blood cell fragility occurs and can produce a haemolytic anemia. Neuronal degeneration produces peripheral neuropathies, ophthalmoplegia, and destruction of posterior columns of spinal cord. Neurologic disease is frequently irreversible if deficiency is not corrected early enough. Vitamin E deficiency may also contribute to the hemolytic anemia and",60
1F57,http://id.who.int/icd/entity/738999268,Toxoplasmosis,"A disease caused by an infection with the protozoan parasite Toxoplasma gondii. This disease is characterized by fever, lymphadenitis, sore throat, or rash. Transmission is by direct ingestion of contaminated food, indirectly by food or water contaminated with infected cat faeces, or vertical transmission. Confirmation is by detection of antibodies against Toxoplasma gondii, or identification of Toxoplasma gondii in tissue,",60
8A80,http://id.who.int/icd/entity/669367341,Migraine,"A primary headache disorder, in most cases episodic. Disabling attacks lasting 4-72 hours are characterized by moderate or severe headache, usually accompanied by nausea, vomiting and/or photophobia and phonophobia, and sometimes preceded by a short-lasting aura of unilateral fully-reversible visual, sensory or other central nervous system symptoms. In a small minority of cases headache, but not necessarily the associated symptoms,",60
BD57,http://id.who.int/icd/entity/952327998,Cholesterol atheroembolism to skin,"Embolism of fragments of cholesterol crystal-rich atherosclerotic arterial plaque to the cutaneous vasculature of the extremities. It may follow interventional procedures such as angiography. The early signs (localised cyanosis, purpura or livedo reticularis) are often overlooked but prompt recognition and appropriate intervention may prevent more serious consequences, including gangrene or atheroembolism to internal organs such as the kidneys or the",60
EE60,http://id.who.int/icd/entity/1933657198,Keloid or hypertrophic scars,"Keloid and hypertrophic scars result from the production of excessive amounts of collagen in the dermis during connective tissue repair following inflammation, injury or surgery. Keloid scars often develop apparently spontaneously after minor injury or inflammation and expand beyond the boundary of that initial injury or inflammation. Hypertrophic scars on the other hand remain confined to the area of injury",60
DC82,http://id.who.int/icd/entity/239627448,Diverticulum of large intestine,"This is a morphological condition in which typical pulsion type of consisting of a pouch of mucous membrane (including muscularis mucosae) projecting through and beyond the circular muscle layers of the bowel wall so that they come to lie in the pericolic fat and appendices epiploicae. Each pouch is called a diverticulum. The condition of having multiple diverticula with symptoms,",60
